http://visiongpu2.cs.princeton.edu:8010/ots0002_i_am_a_bunny_book_1.html,"ots0002:i_am_a_bunny_book:[0.03503755,-0.97727281,0.20906994,0.00000000,-0.99798608,-0.02314529,0.05906021,0.00000000,-0.05287895,-0.21071821,-0.97611558,0.00000000,-0.07065333,0.16800000,-0.09508068,1.00000000]",,L,Princeton Total,479
http://visiongpu2.cs.princeton.edu:8010/ots0002_kyjen_squeakin_eggs_plush_puppies_1.html,"ots0002:kyjen_squeakin_eggs_plush_puppies:[-0.04843460,-0.02656084,-0.99847311,0.00000000,-0.99744648,-0.05124108,0.04974790,0.00000000,-0.05248420,0.99833304,-0.02401116,0.00000000,0.14482272,0.08696696,0.10557456,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0003_command_hooks_1.html,"ots0003:command_hooks:[0.11998840,0.00981722,0.99272674,0.00000000,-0.99220359,0.03511569,0.11957791,0.00000000,-0.03368637,-0.99933505,0.01395415,0.00000000,0.15486404,0.05076623,0.03738671,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0003_easter_turtle_sippy_cup_1.html,"ots0003:easter_turtle_sippy_cup:[0.14867134,0.98837417,0.03183277,0.00000000,-0.96646845,0.15204109,-0.20693545,0.00000000,-0.20936956,0.00000000,0.97783661,0.00000000,-0.07060301,0.10487706,-0.03265235,1.00000000]",object is different from the scene,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0003_jane_eyre_dvd_1.html,"ots0003:jane_eyre_dvd:[0.99999875,0.00156863,0.00000002,0.00000000,0.00002191,-0.01398177,0.99990225,0.00000000,0.00156848,-0.99990106,-0.01398178,0.00000000,-0.04225576,0.05692686,0.08406304,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0003_laugh_out_loud_joke_book_1.html,"ots0003:laugh_out_loud_joke_book:[0.12838776,0.97187573,-0.19741888,0.00000000,0.99165791,-0.12810922,0.01423638,0.00000000,-0.01145519,-0.19759977,-0.98021585,0.00000000,-0.08936596,0.13215896,-0.12567343,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0004_oral_b_toothbrush_red_1.html,"ots0004:oral_b_toothbrush_red:[-0.98970169,0.06412913,-0.12797697,0.00000000,0.07071231,0.99636167,-0.04757329,0.00000000,0.12446051,-0.05613291,-0.99063551,0.00000000,-0.04865322,0.04377633,0.09876178,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0004_rolodex_jumbo_pencil_cup_1.html,"ots0004:rolodex_jumbo_pencil_cup:[-0.05233501,0.99862957,0.00000000,0.00000000,-0.99862957,-0.05233501,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-0.09487265,0.12056234,-0.02651822,1.00000000]",,,,
http://visiongpu2.cs.princeton.edu:8010/ots0004_scotch_duct_tape_1.html,"ots0004:scotch_duct_tape:[-0.43736449,0.11542097,0.89184660,0.00000000,0.89818782,0.00710745,0.43955445,0.00000000,0.04439504,0.99329126,-0.10677826,0.00000000,0.12686178,0.06976055,0.00000000,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0005_barkely_hide_bones_1.html,"ots0005:barkely_hide_bones:[0.96764100,-0.24178000,-0.07220381,0.00000000,0.07404744,-0.00146489,0.99725366,0.00000000,-0.24122176,-0.97033000,0.01648570,0.00000000,-0.04608442,0.04634501,0.06425535,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0005_platinum_pets_dog_bowl_1.html,"ots0005:platinum_pets_dog_bowl:[-0.89466405,0.13582417,0.42559129,0.00000000,-0.42336690,0.04632717,-0.90477306,0.00000000,-0.14260648,-0.98964924,0.01605623,0.00000000,-0.04533569,0.05240081,-0.05466441,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0006_cool_shot_glue_sticks_1.html,"ots0006:cool_shot_glue_sticks:[0.99906045,0.04333844,-0.00000001,0.00000000,-0.00161355,0.03719663,0.99930668,0.00000000,0.04330839,-0.99836779,0.03723161,0.00000000,-0.07803328,0.05557691,0.01329018,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0006_crayola_24_ct_1.html,"ots0006:crayola_24_ct:[0.98903900,0.03174252,0.14420196,0.00000000,-0.03106376,0.99949318,-0.00695667,0.00000000,-0.14434971,0.00240097,0.98952383,0.00000000,-0.10078633,0.08827936,0.09496620,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0006_dove_beauty_bar_1.html,"ots0006:dove_beauty_bar:[-0.99748951,0.07080784,-0.00097649,0.00000000,0.07080173,0.99747640,0.00529157,0.00000000,0.00134871,0.00520915,-0.99998552,0.00000000,-0.10740460,0.08533641,0.12410374,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0006_fiskars_scissors_red_1.html,n/a,point cloud too unclear,,,
http://visiongpu2.cs.princeton.edu:8010/ots0006_fitness_gear_3lb_dumbbell_1.html,"ots0006:fitness_gear_3lb_dumbbell:[0.99856991,-0.05276911,0.00857920,0.00000000,-0.05256291,-0.93974793,0.33780310,0.00000000,-0.00976328,-0.33777094,-0.94117767,0.00000000,-0.08014344,0.07896857,-0.07437377,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0006_oral_b_toothbrush_green_1.html,"ots0006:oral_b_toothbrush_green:[0.01463469,0.04737686,0.99876988,0.00000000,-0.87274325,-0.48685902,0.03588231,0.00000000,0.48796013,-0.87219477,0.03422282,0.00000000,0.19839159,0.05140948,0.02572581,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0006_rawlings_baseball_1.html,"ots0006:rawlings_baseball:[0.20476583,-0.87431979,-0.44004068,0.00000000,0.97805727,0.20040472,0.05693767,0.00000000,0.03840449,-0.44204387,0.89617091,0.00000000,0.05301561,0.07961561,0.01233274,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0006_staples_index_cards_1.html,"ots0006:staples_index_cards:[1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02812994,0.99960428,0.00000000,0.00000000,-0.99960428,-0.02812994,0.00000000,0.06145345,0.04722437,0.10875610,1.00000000]",,P,,
http://visiongpu2.cs.princeton.edu:8010/ots0006_staples_index_cards_2.html,"ots0006:staples_index_cards:[1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02781432,0.99961311,0.00000000,0.00000000,-0.99961311,-0.02781432,0.00000000,0.12483051,0.05583040,-0.10486969,1.00000000]",,P,,
http://visiongpu2.cs.princeton.edu:8010/ots0007_creativity_chenille_stems_1.html,"ots0007:creativity_chenille_stems:[1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.97865289,-0.20551993,0.00000000,0.00000000,0.20551993,-0.97865289,0.00000000,0.00000000,0.08940272,0.13821024,1.00000000]",,P,,
http://visiongpu2.cs.princeton.edu:8010/ots0007_dasani_water_bottle_1.html,"ots0007:dasani_water_bottle:[-0.99660808,0.05407378,0.06203541,0.00000000,-0.05396933,-0.99853694,0.00335940,0.00000000,0.06212630,0.00000000,0.99806827,0.00000000,0.10481938,0.08054737,-0.06897826,1.00000000]",,,,
http://visiongpu2.cs.princeton.edu:8010/ots0007_safety_first_outlet_plugs_1.html,n/a,target not in the scene,,,
http://visiongpu2.cs.princeton.edu:8010/ots0007_soft_white_lightbulb_1.html,"ots0007:soft_white_lightbulb:[0.03079893,0.99923921,0.02392693,0.00000000,0.00581449,-0.02411701,0.99969226,0.00000000,0.99950868,-0.03065034,-0.00655285,0.00000000,0.09852982,0.10100557,0.00490118,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0007_woods_extension_cord_1.html,"ots0007:woods_extension_cord:[-0.99551994,0.06498611,0.06867932,0.00000000,0.04639658,-0.29715362,0.95370173,0.00000000,0.08238568,0.95261562,0.29280725,0.00000000,0.09388771,0.05283195,0.05969831,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0008_cloud_b_plush_bear_1.html,"ots0008:cloud_b_plush_bear:[0.97769421,-0.01108725,-0.20974058,0.00000000,0.21000856,0.03624161,0.97702760,0.00000000,-0.00323121,-0.99928153,0.03776163,0.00000000,-0.04776311,0.08041586,-0.08096685,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0008_peva_shower_curtain_liner_1.html,"ots0008:peva_shower_curtain_liner:[0.99166143,0.10892341,-0.06887139,0.00000000,-0.05877918,-0.09329811,-0.99390161,0.00000000,-0.11468472,0.98966211,-0.08611771,0.00000000,0.03823463,0.05263792,0.04254361,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0009_clorox_utility_brush_1.html,"ots0009:clorox_utility_brush:[-0.01221175,-0.03129580,-0.99943554,0.00000000,0.23554341,-0.97147346,0.02754219,0.00000000,-0.97178710,-0.23507413,0.01923493,0.00000000,-0.11232360,0.08070790,-0.05720711,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0009_hanes_tube_socks_1.html,"ots0009:hanes_tube_socks:[-0.99645394,-0.05581805,0.06295936,0.00000000,0.06186907,0.02105208,0.99786222,0.00000000,-0.05702415,0.99821895,-0.01752400,0.00000000,0.10182529,0.07437471,-0.04899532,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0009_scotch_duct_tape_1.html,"ots0009:scotch_duct_tape:[-0.96832913,0.16906530,-0.18372715,0.00000000,0.18555994,-0.00503289,-0.98262006,0.00000000,-0.16705163,-0.98559201,-0.02649825,0.00000000,-0.02060210,0.06401398,0.09811203,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0010_dr_browns_bottle_brush_1.html,"ots0010:dr_browns_bottle_brush:[0.99810344,-0.03122068,-0.05305507,0.00000000,-0.05372282,-0.02095224,-0.99833602,0.00000000,0.03005711,0.99929285,-0.02258977,0.00000000,-0.00295066,0.07826964,0.08376003,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0010_expo_dry_erase_board_eraser_1.html,"ots0010:expo_dry_erase_board_eraser:[-0.99599040,0.04081339,0.07960799,0.00000000,-0.07708699,0.06001240,-0.99521661,0.00000000,-0.04539562,-0.99736291,-0.05662559,0.00000000,-0.08273528,0.07802723,-0.08391921,1.00000000]",,,,
http://visiongpu2.cs.princeton.edu:8010/ots0010_expo_dry_erase_board_eraser_2.html,"ots0010:expo_dry_erase_board_eraser:[0.99244189,-0.00000000,-0.12271536,0.00000000,0.12223304,-0.08857384,0.98854125,0.00000000,-0.01086937,-0.99606961,-0.08790439,0.00000000,-0.07719871,0.06926244,-0.03414644,1.00000000]",,,,
http://visiongpu2.cs.princeton.edu:8010/ots0010_ticonderoga_12_pencils_1.html,"ots0010:ticonderoga_12_pencils:[0.99940526,-0.03448342,0.00000001,0.00000000,0.00116174,0.03366994,0.99943233,0.00000000,-0.03446385,-0.99883795,0.03368998,0.00000000,0.17013313,0.05879405,-0.08810649,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0011_cool_shot_glue_sticks_1.html,"ots0011:cool_shot_glue_sticks:[0.98205346,-0.08921263,-0.16616879,0.00000000,0.16709355,0.00294680,0.98593664,0.00000000,-0.08746833,-0.99600822,0.01780077,0.00000000,-0.08643974,0.06334986,0.03113858,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0011_elmers_washable_no_run_school_glue_1.html,"ots0011:elmers_washable_no_run_school_glue:[0.02036813,0.99979031,0.00211890,0.00000000,-0.99442381,0.02047805,-0.10345014,0.00000000,-0.10347185,0.00000000,0.99463236,0.00000000,0.07944335,0.11009664,0.05892780,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0011_scotch_bubble_mailer_1.html,"ots0011:scotch_bubble_mailer:[0.99999714,0.00219850,0.00094357,0.00000000,0.00199975,-0.98460621,0.17477608,0.00000000,0.00131329,-0.17477369,-0.98460776,0.00000000,-0.02067986,0.16645278,-0.11599204,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0011_soft_white_lightbulb_1.html,"ots0011:soft_white_lightbulb:[0.00530882,0.99976218,-0.02115097,0.00000000,0.96587598,-0.01060380,-0.25878790,0.00000000,-0.25895062,-0.01905535,-0.96570259,0.00000000,-0.08684973,0.10621877,-0.04553747,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0012_command_hooks_1.html,"ots0012:command_hooks:[0.04364811,0.96299350,-0.26596683,0.00000000,0.99393487,-0.06875487,-0.08582696,0.00000000,-0.10093733,-0.26060754,-0.96015382,0.00000000,0.07149918,0.12432743,-0.12171510,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0012_i_am_a_bunny_book_1.html,"ots0012:i_am_a_bunny_book:[-0.02034959,-0.99397171,-0.10773181,0.00000000,-0.99830401,0.01432244,0.05642683,0.00000000,-0.05454369,0.10869736,-0.99257743,0.00000000,0.11796711,0.14390582,0.12558728,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0012_laugh_out_loud_joke_book_1.html,"ots0012:laugh_out_loud_joke_book:[0.11143597,0.98629087,-0.12170614,0.00000000,0.99371988,-0.11184114,0.00351885,0.00000000,-0.01014114,-0.12133394,-0.99255997,0.00000000,-0.08861079,0.14535189,-0.11662203,1.00000000]",,P,,
http://visiongpu2.cs.princeton.edu:8010/ots0012_platinum_pets_dog_bowl_1.html,"ots0012:platinum_pets_dog_bowl:[0.99469507,-0.10286760,0.00000000,0.00000000,0.00085724,0.00828923,0.99996525,0.00000000,-0.10286403,-0.99466050,0.00833344,0.00000000,0.04749603,0.03257816,0.00377497,1.00000000]",object pointcloud is poor,P,,
http://visiongpu2.cs.princeton.edu:8010/ots0012_safety_first_outlet_plugs_1.html,"ots0012:safety_first_outlet_plugs:[0.99249142,-0.00000000,-0.12231434,0.00000000,0.12230527,0.01218459,0.99241775,0.00000000,0.00149035,-0.99992579,0.01209310,0.00000000,-0.07399184,0.06459000,0.08707255,1.00000000]",,P,,
http://visiongpu2.cs.princeton.edu:8010/ots0013_creativity_chenille_stems_1.html,"ots0013:creativity_chenille_stems:[0.99903530,-0.04171576,-0.01372051,0.00000000,-0.04343319,-0.98474348,-0.16850485,0.00000000,-0.00648188,0.16893822,-0.98560536,0.00000000,0.10684516,0.08022615,0.11853800,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0013_dasani_water_bottle_1.html,"ots0013:dasani_water_bottle:[-0.05361593,0.99856162,0.00000000,0.00000000,-0.99856162,-0.05361593,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.02657761,0.15000001,0.03233517,1.00000000]",,,,
http://visiongpu2.cs.princeton.edu:8010/ots0013_hanes_tube_socks_1.html,"ots0013:hanes_tube_socks:[0.99992424,-0.01200808,0.00269503,0.00000000,-0.01211622,-0.99893445,0.04453246,0.00000000,0.00215741,-0.04456174,-0.99900430,0.00000000,0.13337456,0.17334589,-0.07557736,1.00000000]",ambiguous object orientation,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0013_jane_eyre_dvd_1.html,"ots0013:jane_eyre_dvd:[-0.00712790,0.99992275,-0.01018335,0.00000000,-0.99483097,-0.00605930,0.10136377,0.00000000,0.10129423,0.01085322,0.99479729,0.00000000,-0.05902144,0.15185323,-0.11147322,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0013_kyjen_squeakin_eggs_plush_puppies_1.html,"ots0013:kyjen_squeakin_eggs_plush_puppies:[0.97549903,-0.22000362,0.00000000,0.00000000,-0.12467887,-0.55282778,0.82391542,0.00000000,-0.18126439,-0.80372870,-0.56671280,0.00000000,-0.10170326,0.10743997,-0.04921055,1.00000000]",object color different,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0013_oral_b_toothbrush_green_1.html,"ots0013:oral_b_toothbrush_green:[0.90726930,0.00069241,0.42054963,0.00000000,0.01046514,0.99965179,-0.02422275,0.00000000,-0.42041996,0.02637767,0.90694612,0.00000000,-0.06276593,0.07341602,0.04766877,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0013_rawlings_baseball_1.html,"ots0013:rawlings_baseball:[-0.66059458,-0.08912338,0.74543399,0.00000000,0.74665272,0.02551093,0.66472471,0.00000000,-0.07825923,0.99569386,0.04969181,0.00000000,-0.11643519,0.09169575,0.10552830,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0013_scotch_duct_tape_1.html,"ots0013:scotch_duct_tape:[0.92804468,0.37190053,0.02056776,0.00000000,-0.37246883,0.92662871,0.05124670,0.00000000,0.00000000,-0.05522008,0.99847418,0.00000000,0.11767774,0.10394506,0.07551783,1.00000000]",,L,,
http://visiongpu2.cs.princeton.edu:8010/ots0013_up_glucose_bottle_1.html,"ots0013:up_glucose_bottle:[0.00656822,0.99995792,0.00640847,0.00000000,-0.34428719,0.00827815,-0.93882787,0.00000000,-0.93884140,0.00396008,0.34432706,0.00000000,0.06569663,0.13112560,-0.02184347,1.00000000]",point cloud unclear,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0014_barkely_hide_bones_1.html,"ots0014:barkely_hide_bones:[-0.99433553,-0.02650972,0.10292763,0.00000000,0.10342077,-0.01795298,0.99447566,0.00000000,-0.02451541,0.99948734,0.02059295,0.00000000,0.08424179,0.05822437,-0.08112060,1.00000000]",point cloud unclear,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0014_dasani_water_bottle_1.html,"ots0014:dasani_water_bottle:[0.04799194,0.99884772,0.00000000,0.00000000,-0.99884772,0.04799194,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-0.12967604,0.14109083,0.09603081,1.00000000]",,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0014_dove_beauty_bar_1.html,"ots0014:dove_beauty_bar:[0.03228031,-0.99947888,0.00000000,0.00000000,0.99947888,0.03228031,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-0.03333078,0.09881300,-0.02283579,1.00000000]",point cloud unclear,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0014_folgers_classic_roast_coffee_1.html,"ots0014:folgers_classic_roast_coffee:[-0.02361795,-0.99955243,0.01836033,0.00000000,0.61665177,-0.00011019,0.78723603,0.00000000,-0.78688169,0.02991483,0.61637843,0.00000000,0.00000000,0.10744099,0.07105989,1.00000000]",,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0014_kleenex_tissue_box_1.html,"ots0014:kleenex_tissue_box:[0.05551923,-0.07353290,0.99574620,0.00000000,-0.06473738,-0.99545109,-0.06990158,0.00000000,0.99635673,-0.06058112,-0.06002701,0.00000000,0.11334952,0.09939776,0.02940289,1.00000000]",point cloud unclear,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0014_scotch_duct_tape_1.html,"ots0014:scotch_duct_tape:[-0.98028076,0.06338831,0.18716705,0.00000000,-0.18822721,-0.01113431,-0.98206240,0.00000000,-0.06016730,-0.99792683,0.02284618,0.00000000,-0.13591686,0.06797984,0.00482186,1.00000000]",,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0014_staples_index_cards_1.html,"ots0014:staples_index_cards:[0.98745257,-0.12635566,-0.09471904,0.00000000,0.09168231,-0.02964935,0.99534678,0.00000000,-0.12857607,-0.99154180,-0.01769275,0.00000000,-0.12164090,0.05139562,-0.09022022,1.00000000]",,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0015_easter_turtle_sippy_cup_1.html,"ots0015:easter_turtle_sippy_cup:[-0.02468919,0.99597603,0.08615200,0.00000000,-0.05253110,-0.08735171,0.99479151,0.00000000,0.99831402,0.02003496,0.05447638,0.00000000,-0.12390620,0.10734894,-0.04893583,1.00000000]",object orientation does not match,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0015_fitness_gear_3lb_dumbbell_1.html,"ots0015:fitness_gear_3lb_dumbbell:[0.01073826,0.99994236,0.00000000,0.00000000,-0.99994236,0.01073826,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.03539236,0.10284072,-0.01022861,1.00000000]",,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0015_kleenex_paper_towels_1.html,"ots0015:kleenex_paper_towels:[-0.99854541,0.05358901,0.00593973,0.00000000,0.04132372,0.83141810,-0.55410856,0.00000000,-0.03463253,-0.55305713,-0.83242321,0.00000000,0.04292599,0.08727732,0.09749915,1.00000000]",,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0016_creativity_chenille_stems_1.html,"ots0016:creativity_chenille_stems:[0.72105229,-0.05647412,-0.69057530,0.00000000,-0.67798567,0.14804006,-0.72001356,0.00000000,0.14289494,0.98736763,0.06845598,0.00000000,-0.00450782,0.05302966,-0.01895041,1.00000000]","template and point cloud color variance, template does not bend like point cloud image",z,,
http://visiongpu2.cs.princeton.edu:8010/ots0016_fiskars_scissors_red_1.html,"ots0016:fiskars_scissors_red:[0.91288567,0.37491965,-0.16147748,0.00000000,-0.36436477,0.92672122,0.09179369,0.00000000,0.18405986,-0.02496045,0.98259807,0.00000000,-0.07960751,0.07376743,-0.11794250,1.00000000]",,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0017_elmers_washable_no_run_school_glue_1.html,"ots0017:elmers_washable_no_run_school_glue:[0.03738867,0.99929857,-0.00210438,0.00000000,-0.99771947,0.03744784,0.05615560,0.00000000,0.05619502,0.00000000,0.99841982,0.00000000,0.04650246,0.11866698,0.10289172,1.00000000]",,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0017_scotch_bubble_mailer_1.html,"ots0017:scotch_bubble_mailer:[0.99985236,0.00000000,-0.01718340,0.00000000,-0.01717838,-0.02415362,-0.99956065,0.00000000,-0.00041504,0.99970824,-0.02415006,0.00000000,-0.00434043,0.04716067,-0.01969851,1.00000000]",,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0017_woods_extension_cord_1.html,"ots0017:woods_extension_cord:[-0.99941230,-0.00453523,0.03397769,0.00000000,0.00730076,0.94030595,0.34025207,0.00000000,-0.03349254,0.34030017,-0.93972021,0.00000000,-0.08305604,0.08680598,0.13928317,1.00000000]",,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0018_cherokee_easy_tee_shirt_1.html,"ots0018:cherokee_easy_tee_shirt:[-0.99695432,0.07797978,-0.00113929,0.00000000,0.00395489,0.03596184,-0.99934536,0.00000000,-0.07788776,-0.99630612,-0.03616072,0.00000000,-0.06596459,0.06972763,-0.04545193,1.00000000]",template and point cloud image folded differently,z,,
http://visiongpu2.cs.princeton.edu:8010/ots0018_clorox_utility_brush_1.html,"ots0018:clorox_utility_brush:[0.99848592,0.00000000,0.05500771,0.00000000,-0.00305578,-0.99845582,0.05546769,0.00000000,0.05492277,-0.05555180,-0.99694407,0.00000000,-0.01994197,0.08107383,0.08704276,1.00000000]",,z,,
